Depth;ABDCQF01;ABDCQF02;ABDCQF03;ABDCQF04;BS;CALI;DRHO;DT;DTS;GR;NPHI;PEF;RACEHM;RACELM;RHOB;ROP;RPCEHM;RPCELM;RT
3500.7;2.4873;2.493;2.4423;2.4532;8.5;8.75;0.0743;72.6908;117.2834;57.5533;0.1585;6.0582;2.7556;2.6378;2.4655;19.9262;2.0944;2.4191;2.0944
3500.8;2.4517;2.4748;2.444;2.4439;8.5;8.75;0.0697;72.5894;115.6255;54.1121;0.1548;6.0294;2.8141;2.6076;2.4518;20.5976;2.0617;2.4086;2.0617
3500.9;2.4318;2.4629;2.4435;2.4396;8.5;8.7499;0.0672;72.4872;113.9677;52.8623;0.1521;6.0463;2.7067;2.5287;2.4437;21.269;2.4639;2.5679;2.4639
3501;2.433;2.4576;2.4389;2.4362;8.5;8.7032;0.0667;72.0829;112.339;52.1122;0.1416;6.0734;2.5985;2.4621;2.4413;21.9393;3.1229;2.7691;3.1229
3501.1;2.4476;2.4583;2.437;2.4321;8.5;8.7267;0.0665;71.5309;110.7245;50.8861;0.1356;6.0976;2.5712;2.4349;2.4434;22.2054;3.6658;2.8598;3.6658
3501.2;2.4594;2.4605;2.4488;2.4308;8.5;8.75;0.0655;70.9785;109.1109;49.3616;0.1239;6.1163;2.5546;2.3973;2.4485;22.4715;4.3751;3.0329;4.3751
3501.3;2.4574;2.4633;2.4791;2.441;8.5;8.75;0.0642;70.2482;107.8332;48.9982;0.1167;6.1259;2.5545;2.3861;2.4561;22.7373;4.7312;3.1314;4.7312
3501.4;2.4465;2.4667;2.5189;2.4631;8.5;8.7499;0.0637;69.4107;106.758;49.5264;0.1135;6.1166;2.5828;2.3894;2.4657;22.8989;4.8817;3.1808;4.8817
3501.5;2.4356;2.472;2.5573;2.4913;8.5;8.7031;0.0635;68.573;105.6837;47.9603;0.1076;6.0828;2.6263;2.407;2.4761;23.0605;4.9588;3.2173;4.9588
3501.6;2.427;2.4802;2.5873;2.5157;8.5;8.7031;0.062;67.6104;104.9503;46.6487;0.1016;6.0372;2.6592;2.4188;2.4854;23.2216;4.9959;3.2455;4.9959
3501.7;2.4195;2.4891;2.6086;2.5335;8.5;8.7032;0.0583;66.5558;104.468;45.2636;0.0964;5.9866;2.7254;2.4335;2.4925;23.2367;5.0733;3.289;5.0733
3501.8;2.4145;2.4967;2.6214;2.5472;8.5;8.7265;0.0533;65.5019;103.9861;41.8041;0.0898;5.9342;2.7935;2.4574;2.4989;23.2518;5.1089;3.3288;5.1089
3501.9;2.4164;2.5034;2.6281;2.5599;8.5;8.7031;0.0494;64.7193;103.7502;41.2771;0.0899;5.8848;2.8241;2.4792;2.5088;23.2659;5.0527;3.3468;5.0527
3502;2.4253;2.5125;2.6325;2.5727;8.5;8.7031;0.0478;64.1792;103.734;40.5099;0.0873;5.8686;2.8639;2.4984;2.5237;22.8764;4.9304;3.3512;4.9304
3502.1;2.4398;2.5274;2.6388;2.5838;8.5;8.6875;0.0482;63.6395;103.718;41.0648;0.0871;5.9163;2.9421;2.5405;2.542;22.487;4.7783;3.3566;4.7783
3502.2;2.4584;2.546;2.6474;2.5927;8.5;8.6719;0.0502;63.2597;103.7953;41.9971;0.0858;6.0189;3.0323;2.582;2.5615;22.0974;4.7537;3.3977;4.7537
3502.3;2.4811;2.5657;2.6566;2.5981;8.5;8.6719;0.0531;63.0531;103.9737;43.6003;0.0856;6.1375;3.0993;2.6225;2.579;21.6511;4.7978;3.4499;4.7978
3502.4;2.5066;2.5833;2.6624;2.6007;8.5;8.6719;0.0562;62.8467;104.152;43.8478;0.0839;6.2261;3.1537;2.6554;2.5928;21.2048;4.8659;3.5136;4.8659
3502.5;2.5315;2.598;2.6632;2.6043;8.5;8.6875;0.0587;62.7037;104.3312;44.4715;0.0853;6.2736;3.2183;2.7016;2.6028;20.7584;5.0405;3.6181;5.0405
3502.6;2.5508;2.6081;2.661;2.612;8.5;8.6719;0.0603;62.6442;104.5113;44.6884;0.0845;6.2842;3.2657;2.7244;2.6104;20.2253;5.2983;3.7434;5.2983
3502.7;2.5642;2.6135;2.6587;2.6257;8.5;8.6719;0.0607;62.5846;104.6913;44.3082;0.084;6.2437;3.3107;2.775;2.6174;19.6922;5.5422;3.8507;5.5422
3502.8;2.5752;2.6168;2.6563;2.6404;8.5;8.6718;0.0598;62.497;104.8352;44.7584;0.0871;6.1492;3.3766;2.8227;2.6235;19.1596;5.7504;3.9653;5.7504
3502.9;2.5888;2.6202;2.652;2.6494;8.5;8.6251;0.0575;62.3647;104.9209;43.7399;0.0875;6.0258;3.4513;2.8672;2.6283;18.7659;5.8708;4.0454;5.8708
3503;2.6071;2.625;2.6473;2.6494;8.5;8.6719;0.0549;62.2324;105.0066;43.6394;0.0847;5.9238;3.5564;2.9224;2.6321;18.3723;5.9324;4.1505;5.9324
3503.1;2.6277;2.6304;2.6485;2.6437;8.5;8.6719;0.054;62.0935;105.0591;43.798;0.0842;5.8737;3.6301;2.9722;2.6372;17.9798;5.9842;4.2326;5.9842
3503.2;2.645;2.6356;2.6554;2.6386;8.5;8.6719;0.0554;61.942;105.0461;45.52;0.0831;5.8826;3.6824;3.0193;2.6431;17.9808;6.0267;4.302;6.0267
3503.3;2.6535;2.6399;2.662;2.6368;8.5;8.6719;0.058;61.7907;105.0331;47.2614;0.0814;5.9398;3.7393;3.0593;2.6473;17.9818;6.0461;4.3651;6.0461
3503.4;2.6534;2.6418;2.6617;2.6388;8.5;8.6719;0.0603;61.6813;105.0204;47.1555;0.0797;6.0307;3.795;3.105;2.6478;17.9832;6.0437;4.4193;6.0437
3503.5;2.6501;2.6418;2.6553;2.6426;8.5;8.6719;0.0619;61.675;105.0082;47.2809;0.0785;6.1285;3.8573;3.1426;2.6462;18.0943;6.0077;4.4807;6.0077
3503.6;2.6477;2.6407;2.649;2.6461;8.5;8.6719;0.0632;61.6689;104.996;47.1687;0.0781;6.1978;3.8992;3.1718;2.6447;18.2055;5.9785;4.5254;5.9785
3503.7;2.646;2.6402;2.6469;2.6484;8.5;8.6875;0.0638;61.7121;104.9998;46.7047;0.0762;6.2137;3.9303;3.2021;2.6442;18.3171;5.9059;4.5437;5.9059
3503.8;2.6445;2.6422;2.6501;2.6498;8.5;8.6719;0.0641;61.9107;105.0542;48.5515;0.078;6.1791;3.951;3.2295;2.6452;18.5806;5.8;4.5443;5.8
3503.9;2.644;2.6446;2.6548;2.6519;8.5;8.6719;0.0643;62.1093;105.1087;47.5281;0.0776;6.1256;3.9674;3.257;2.6468;18.8442;5.7206;4.5374;5.7206
3504;2.6458;2.645;2.6587;2.6549;8.5;8.6719;0.0645;62.341;105.177;46.4856;0.0769;6.0747;3.9684;3.2675;2.6483;19.1076;5.6712;4.5493;5.6712
3504.1;2.6475;2.6414;2.6624;2.6587;8.5;8.6719;0.0649;62.7105;105.3034;47.1549;0.0766;6.0422;3.973;3.2975;2.6496;19.3116;5.5971;4.5403;5.5971
3504.2;2.644;2.6355;2.6662;2.6631;8.5;8.6719;0.0653;63.0798;105.4298;45.6365;0.0774;6.0376;3.9893;3.3264;2.6504;19.5156;5.4616;4.5037;5.4616
3504.3;2.6351;2.6331;2.6691;2.6652;8.5;8.6719;0.0658;63.4392;105.5566;45.1651;0.0789;6.0663;4.0161;3.3191;2.6506;19.7191;5.3275;4.4775;5.3275
3504.4;2.6259;2.6353;2.6679;2.6642;8.5;8.6719;0.0664;63.7389;105.6855;44.3608;0.0802;6.1337;4.04;3.33;2.6497;19.7083;5.2395;4.4578;5.2395
3504.5;2.6208;2.6389;2.6642;2.6591;8.5;8.6719;0.067;64.0387;105.8145;42.8221;0.0807;6.2298;4.0545;3.3352;2.648;19.6975;5.2612;4.4787;5.2612
3504.6;2.6215;2.6394;2.6617;2.6526;8.5;8.6719;0.0674;64.3137;105.9401;42.7539;0.0804;6.329;4.097;3.3349;2.6464;19.6864;5.3193;4.5143;5.3193
3504.7;2.6251;2.6363;2.6618;2.6483;8.5;8.6719;0.067;64.3614;106.0353;42.831;0.0801;6.4018;4.1563;3.3469;2.6452;19.6256;5.3924;4.5635;5.3924
3504.8;2.6285;2.6322;2.6626;2.648;8.5;8.6719;0.0655;64.409;106.1305;44.6282;0.0806;6.4393;4.1683;3.3467;2.6444;19.5647;5.4972;4.6193;5.4972
3504.9;2.6301;2.6292;2.6609;2.6488;8.5;8.6719;0.0629;64.443;106.2245;45.1501;0.082;6.4565;4.1609;3.3357;2.6429;19.5042;5.6343;4.6787;5.6343
3505;2.6294;2.6272;2.658;2.6467;8.5;8.6719;0.0601;64.2159;106.2922;44.3995;0.0838;6.4708;4.1559;3.3254;2.6408;19.5772;5.8014;4.7395;5.8014
3505.1;2.6285;2.6279;2.6579;2.6411;8.5;8.6719;0.058;63.9888;106.3599;43.2257;0.0851;6.5094;4.1692;3.3161;2.6403;19.6502;5.8673;4.7533;5.8673
3505.2;2.6284;2.6327;2.6602;2.638;8.5;8.6719;0.056;63.7615;106.4276;44.1925;0.0854;6.5701;4.1907;3.312;2.6422;19.7187;5.9234;4.7682;5.9234
3505.3;2.6307;2.6445;2.6608;2.6423;8.5;8.6719;0.0532;63.5162;106.5097;44.6671;0.0846;6.6244;4.2089;3.3046;2.6466;18.2421;5.9752;4.7765;5.9752
3505.4;2.6356;2.6611;2.658;2.6542;8.5;8.6719;0.0508;63.2708;106.5918;45.0556;0.0833;6.6324;4.24;3.291;2.6525;16.7655;5.9988;4.7722;5.9988
3505.5;2.6441;2.6767;2.656;2.6691;8.5;8.6719;0.0516;63.0259;106.674;44.5405;0.0825;6.588;4.2863;3.2878;2.6595;15.2927;5.9797;4.7711;5.9797
3505.6;2.655;2.6865;2.6559;2.6835;8.5;8.6719;0.0563;62.937;106.7718;43.1983;0.0829;6.528;4.3229;3.2775;2.6656;15.1189;5.94;4.7568;5.94
3505.7;2.6648;2.6877;2.6568;2.6934;8.5;8.6719;0.0635;62.8562;106.8704;41.6316;0.0843;6.5078;4.3538;3.2812;2.6686;14.9452;5.8768;4.7274;5.8768
3505.8;2.6698;2.6808;2.6557;2.6933;8.5;8.672;0.0705;62.7759;106.9692;41.4161;0.0862;6.5398;4.3681;3.2903;2.6664;14.7725;5.8354;4.7204;5.8354
3505.9;2.6688;2.669;2.65;2.6808;8.5;8.703;0.0743;62.9029;107.1303;41.298;0.0882;6.5929;4.3023;3.2853;2.6589;14.937;5.9409;4.7663;5.9409
3506;2.6639;2.6555;2.6416;2.6612;8.5;8.6719;0.0741;63.0518;107.2981;40.5304;0.0908;6.6124;4.234;3.2788;2.6488;15.1016;6.0648;4.7899;6.0648
3506.1;2.6574;2.6429;2.6359;2.6432;8.5;8.6719;0.0712;63.2011;107.4655;39.4677;0.0934;6.5802;4.2204;3.278;2.6406;15.269;6.0304;4.7925;6.0304
3506.2;2.6517;2.6337;2.6373;2.633;8.5;8.6719;0.0671;63.4014;107.4781;36.7216;0.0949;6.5192;4.2484;3.2803;2.6371;16.4077;5.6763;4.6833;5.6763
3506.3;2.647;2.6287;2.646;2.6297;8.5;8.6719;0.0628;63.6104;107.4644;37.4079;0.0946;6.4683;4.2306;3.2839;2.6378;17.5465;5.5087;4.6136;5.5087
3506.4;2.6414;2.6281;2.6563;2.6289;8.5;8.6719;0.059;63.8194;107.4511;39.3099;0.0926;6.4441;4.189;3.2852;2.6399;18.6853;5.4362;4.5805;5.4362
3506.5;2.635;2.6314;2.6651;2.6296;8.5;8.6719;0.0566;64.0451;107.6424;40.6495;0.0901;6.4576;4.1579;3.2867;2.6422;19.8819;5.3705;4.5459;5.3705
3506.6;2.63;2.6374;2.6702;2.6329;8.5;8.6719;0.0561;64.2748;107.8823;40.7833;0.0878;6.5037;4.1133;3.2921;2.6449;21.0785;5.2294;4.4671;5.2294
3506.7;2.6308;2.6423;2.6711;2.6398;8.5;8.6719;0.0572;64.5045;108.1224;43.1621;0.0856;6.5596;4.0536;3.2859;2.6477;22.2723;5.0386;4.3849;5.0386
3506.8;2.6381;2.6426;2.668;2.6488;8.5;8.6719;0.0584;64.7251;108.4148;43.3512;0.0838;6.5753;3.9952;3.2887;2.6496;22.4804;4.8758;4.3136;4.8758
3506.9;2.6469;2.6408;2.6638;2.6553;8.5;8.6719;0.0592;64.9428;108.7239;42.9707;0.0825;6.5324;3.9478;3.286;2.6507;22.6885;4.7502;4.237;4.7502
3507;2.6501;2.642;2.6614;2.6549;8.5;8.6719;0.0602;65.1605;109.0332;43.1317;0.0821;6.4714;3.9053;3.2829;2.6508;22.8966;4.6592;4.2126;4.6592
3507.1;2.6449;2.6459;2.6619;2.647;8.5;8.6719;0.0616;65.3915;109.4315;43.2083;0.082;6.4328;3.8826;3.2958;2.6494;23.0907;4.8189;4.2707;4.8189
3507.2;2.6336;2.6507;2.6631;2.6364;8.5;8.6719;0.062;65.6277;109.866;40.5248;0.0821;6.417;3.8567;3.2996;2.6465;23.2847;4.9293;4.3109;4.9293
3507.3;2.6218;2.6545;2.6622;2.6303;8.5;8.6719;0.061;65.8638;110.3006;40.4507;0.0822;6.4143;3.8289;3.2979;2.6436;23.4788;4.9671;4.3196;4.9671
3507.4;2.6137;2.6556;2.6598;2.6302;8.5;8.6719;0.0594;66.0941;110.8036;40.365;0.0825;6.4102;3.8114;3.3014;2.6419;23.7234;4.9772;4.3141;4.9772
3507.5;2.6148;2.6512;2.6565;2.6351;8.5;8.6719;0.0577;66.3213;111.3413;39.7882;0.0833;6.3857;3.7746;3.294;2.6413;23.968;4.9328;4.2844;4.9328
3507.6;2.6159;2.6467;2.6533;2.6399;8.5;8.6719;0.056;66.5485;111.8792;40.9923;0.0841;6.3613;3.7333;3.295;2.6407;24.2112;4.8013;4.2013;4.8013
3507.7;2.6244;2.6422;2.6485;2.6421;8.5;8.6719;0.0541;66.7271;112.4587;39.5154;0.085;6.3292;3.7255;3.301;2.6391;23.9988;4.7033;4.1504;4.7033
3507.8;2.6326;2.6447;2.6428;2.6399;8.5;8.6719;0.0525;66.8755;113.0644;41.2353;0.0854;6.3215;3.7244;3.3077;2.6372;23.7864;4.615;4.108;4.615
3507.9;2.6388;2.6548;2.6395;2.6361;8.5;8.6719;0.0525;67.0237;113.6698;46.8893;0.0847;6.3388;3.7233;3.3144;2.6373;23.5754;4.5271;4.0656;4.5271
3508;2.6428;2.668;2.6395;2.6342;8.5;8.6719;0.0549;67.112;114.1184;52.2554;0.083;6.3558;3.712;3.3094;2.64;23.904;4.5136;4.0804;4.5136
3508.1;2.6432;2.6778;2.64;2.6354;8.5;8.6719;0.0584;67.1546;114.4478;55.3192;0.0808;6.3428;3.6814;3.3084;2.6428;24.2327;4.5191;4.071;4.5191
3508.2;2.6392;2.6805;2.6376;2.6371;8.5;8.6719;0.061;67.1972;114.7769;55.5991;0.0792;6.3022;3.6334;3.2961;2.6425;24.5608;4.5765;4.0767;4.5765
3508.3;2.6324;2.6757;2.6323;2.6355;8.5;8.6719;0.0613;67.2227;114.9862;53.0653;0.0801;6.261;3.5723;3.2865;2.6384;24.6958;4.677;4.0946;4.677
3508.4;2.6292;2.6658;2.6278;2.6286;8.5;8.6719;0.06;67.2326;115.0852;50.3408;0.0843;6.2497;3.5321;3.2656;2.6327;24.8309;4.6334;4.065;4.6334
3508.5;2.6316;2.654;2.6285;2.6184;8.5;8.6719;0.0598;67.2426;115.184;47.0951;0.091;6.2813;3.5124;3.2738;2.6295;24.9664;4.5928;4.0206;4.5928
3508.6;2.639;2.6423;2.6334;2.6124;8.5;8.6719;0.0625;67.3004;115.2236;47.5375;0.0973;6.344;3.4952;3.2702;2.6301;25.2601;4.4788;3.942;4.4788
3508.7;2.6465;2.6335;2.6345;2.6158;8.5;8.6719;0.0675;67.4115;115.1972;50.6955;0.1004;6.4138;3.5107;3.2702;2.6318;25.5538;4.1925;3.7989;4.1925
3508.8;2.6466;2.6282;2.6242;2.6284;8.5;8.6719;0.0714;67.5229;115.1715;57.1646;0.0999;6.4246;3.4707;3.2603;2.6299;25.8478;4.0858;3.7398;4.0858
3508.9;2.6369;2.6241;2.6041;2.6439;8.5;8.6719;0.0716;67.7202;115.3844;59.2406;0.0974;6.343;3.443;3.2524;2.6226;26.2293;4.0859;3.7051;4.0859
3509;2.6218;2.6183;2.5841;2.6569;8.5;8.6719;0.0693;68.0343;115.9215;55.14;0.0952;6.1856;3.393;3.234;2.6128;26.6108;4.1625;3.7322;4.1625
3509.1;2.6084;2.6114;2.5731;2.6624;8.5;8.6875;0.0665;68.3486;116.4587;52.371;0.0938;6.0233;3.2946;3.1973;2.6048;26.9901;4.1426;3.7034;4.1426
3509.2;2.6025;2.6055;2.5732;2.6574;8.5;8.6719;0.0644;68.7087;117.0908;49.082;0.1004;5.9284;3.2389;3.179;2.6014;26.5926;4.0783;3.6483;4.0783
3509.3;2.6051;2.6024;2.5836;2.6436;8.5;8.6718;0.0628;69.1451;117.8798;46.1457;0.1079;5.9155;3.2178;3.1727;2.6027;26.1951;3.9397;3.5938;3.9397
3509.4;2.6112;2.6033;2.5989;2.6293;8.5;8.6485;0.062;69.5815;118.6691;44.9338;0.1149;5.9433;3.2304;3.1754;2.6074;25.7982;3.6214;3.4159;3.6214
3509.5;2.6157;2.6086;2.6132;2.619;8.5;8.6719;0.0628;69.9789;119.596;44.514;0.1168;5.9609;3.3123;3.1917;2.6123;25.6353;3.3106;3.2589;3.3106
3509.6;2.6188;2.6141;2.6171;2.6129;8.5;8.6719;0.0653;70.2965;120.804;44.4395;0.1121;5.9589;3.311;3.1674;2.6134;25.4724;3.3473;3.2763;3.3473
3509.7;2.6217;2.6162;2.6065;2.6059;8.5;8.6719;0.0667;70.614;122.0111;46.0661;0.1042;5.9773;3.1515;3.1226;2.608;25.3103;3.6673;3.3602;3.6673
3509.8;2.6217;2.613;2.5889;2.5964;8.5;8.6719;0.065;70.8227;122.894;47.9727;0.0981;6.0366;3.0391;3.0985;2.5981;25.414;3.734;3.3751;3.734
3509.9;2.6142;2.6075;2.5769;2.5876;8.5;8.6719;0.0607;70.7529;122.9456;51.3344;0.096;6.1118;2.9594;3.0867;2.5896;25.5176;3.5663;3.2669;3.5663
3510;2.6004;2.602;2.5782;2.5859;8.5;8.6719;0.056;70.6829;122.9965;57.6591;0.0976;6.1738;2.9551;3.0877;2.5873;25.6215;3.2143;3.1034;3.2143
3510.1;2.5898;2.5994;2.5907;2.5943;8.5;8.6719;0.0538;70.5135;122.691;67.4066;0.1019;6.2101;2.9675;3.1037;2.5927;25.8437;3.0434;3.0079;3.0434
3510.2;2.5899;2.601;2.6073;2.6094;8.5;8.6719;0.0559;70.0164;121.2115;76.7687;0.1101;6.2221;2.8484;3.0936;2.6033;26.0659;3.0525;2.9771;3.0525
3510.3;2.5993;2.6045;2.6198;2.6236;8.5;8.6719;0.061;69.5193;119.7315;87.8275;0.124;6.2249;2.7903;3.1019;2.6127;26.288;2.9666;2.9043;2.9666
3510.4;2.6089;2.6048;2.6218;2.6303;8.5;8.6875;0.0655;68.9865;118.0464;92.9785;0.1437;6.2205;2.764;3.1373;2.6146;26.4639;2.722;2.7923;2.722
3510.5;2.6098;2.5995;2.6129;2.6284;8.5;8.6718;0.0659;68.2964;115.4574;92.3737;0.1665;6.2083;2.7415;3.1831;2.6078;26.6398;2.4887;2.6902;2.4887
3510.6;2.6032;2.5903;2.6001;2.6222;8.5;8.6483;0.0621;67.6063;112.8689;85.004;0.188;6.1927;2.7665;3.246;2.5975;26.8152;2.2197;2.5661;2.2197
3510.7;2.5986;2.5811;2.5912;2.6159;8.5;8.6251;0.0576;66.928;110.4919;74.6769;0.1963;6.1673;2.9572;3.3673;2.5899;26.8342;1.8989;2.4598;1.8989
3510.8;2.599;2.5735;2.5889;2.6108;8.5;8.6485;0.0555;66.3236;109.4462;66.0172;0.1866;6.1275;3.0681;3.3969;2.5868;26.8531;1.9633;2.5169;1.9633
3510.9;2.5992;2.5669;2.5891;2.6075;8.5;8.6719;0.056;65.7192;108.4006;59.3161;0.1681;6.0914;3.0675;3.41;2.5848;26.8703;2.2646;2.7002;2.2646
3511;2.5953;2.5632;2.5881;2.6061;8.5;8.6719;0.0569;65.1424;107.3904;51.7755;0.1462;6.0704;3.1639;3.4352;2.5823;26.3261;2.6575;2.9598;2.6575
3511.1;2.5898;2.5672;2.5873;2.6059;8.5;8.6719;0.0563;64.8448;106.7402;46.6457;0.1266;6.0526;3.3582;3.4957;2.582;25.782;3.049;3.2152;3.049
3511.2;2.5876;2.5802;2.5919;2.6056;8.5;8.6719;0.0539;64.5473;106.0899;40.8596;0.1101;6.0033;3.4887;3.552;2.5867;25.2384;3.3709;3.4212;3.3709
3511.3;2.5937;2.6007;2.6052;2.6061;8.5;8.6718;0.0519;64.2633;105.4706;38.007;0.096;5.9188;3.5845;3.5832;2.5986;24.8629;3.571;3.5885;3.571
3511.4;2.6093;2.6242;2.6259;2.6097;8.5;8.6251;0.0529;64.2891;105.5615;36.2752;0.0869;5.857;3.7356;3.634;2.6163;24.4873;3.933;3.8525;3.933
3511.5;2.6306;2.6438;2.6474;2.6182;8.5;8.6485;0.0569;64.3149;105.6523;36.2568;0.0749;5.8726;3.8474;3.673;2.635;24.1123;4.5416;4.2295;4.5416
3511.6;2.6493;2.6552;2.6616;2.6308;8.5;8.6719;0.0607;64.3413;105.7442;39.3466;0.07;5.951;3.9257;3.7097;2.6482;23.9208;4.9586;4.4377;4.9586
3511.7;2.6587;2.6563;2.6635;2.643;8.5;8.6719;0.0617;64.5712;105.9053;41.4955;0.0698;6.0296;4.0172;3.7399;2.6521;23.7293;5.0963;4.4984;5.0963
3511.8;2.6591;2.6531;2.6577;2.6509;8.5;8.6719;0.0607;64.8028;106.0678;44.1148;0.0735;6.072;4.1027;3.7634;2.6505;23.5377;5.0827;4.526;5.0827
3511.9;2.6547;2.6504;2.653;2.652;8.5;8.6719;0.0598;65.0347;106.231;44.7066;0.0786;6.106;4.1584;3.7887;2.6486;23.3021;5.0818;4.5616;5.0818
3512;2.649;2.6492;2.6523;2.6473;8.5;8.6719;0.0597;65.3061;106.7171;42.669;0.0828;6.1628;4.1801;3.7857;2.6471;23.0665;4.9884;4.5479;4.9884
3512.1;2.644;2.6468;2.6534;2.6427;8.5;8.6719;0.0601;65.5798;107.2225;40.9899;0.0846;6.2371;4.1926;3.7829;2.6451;22.8312;4.849;4.514;4.849
3512.2;2.6426;2.642;2.6516;2.6435;8.5;8.6719;0.0613;65.8536;107.7279;39.1485;0.0833;6.2957;4.143;3.7566;2.6424;22.7189;4.5349;4.3445;4.5349
3512.3;2.6483;2.639;2.6468;2.6502;8.5;8.6719;0.0638;66.0996;108.2342;38.7167;0.0803;6.3142;4.0257;3.7322;2.6412;22.6065;4.431;4.2532;4.431
3512.4;2.66;2.639;2.6415;2.6555;8.5;8.6719;0.0665;66.3423;108.7406;39.2069;0.0777;6.2982;3.9861;3.7113;2.6418;22.4946;4.4593;4.2328;4.4593
3512.5;2.6692;2.6392;2.6385;2.6526;8.5;8.6719;0.0675;66.5849;109.247;40.452;0.077;6.2693;3.9559;3.6857;2.642;22.5183;4.4838;4.2193;4.4838
3512.6;2.668;2.6372;2.6372;2.6433;8.5;8.6719;0.0663;66.7699;109.7754;42.2829;0.0785;6.2509;3.8966;3.6466;2.6397;22.5421;4.4374;4.1724;4.4374
3512.7;2.6592;2.635;2.6358;2.6353;8.5;8.6719;0.0644;66.9446;110.3077;42.4297;0.0803;6.2531;3.8105;3.6036;2.6366;22.5665;4.3667;4.1006;4.3667
3512.8;2.6493;2.6368;2.6349;2.6332;8.5;8.6719;0.0634;67.1191;110.8392;42.0345;0.0815;6.2487;3.7468;3.5777;2.6357;22.8058;4.3371;4.0661;4.3371
3512.9;2.6414;2.6429;2.6373;2.6329;8.5;8.6719;0.0634;67.2309;111.0774;40.6283;0.0824;6.205;3.65;3.5301;2.638;23.0451;4.3148;4.0199;4.3148
3513;2.6358;2.6515;2.6436;2.631;8.5;8.6719;0.0638;67.327;111.242;39.8771;0.0846;6.1216;3.5609;3.4815;2.6422;23.2841;4.22;3.9343;4.22
3513.1;2.6311;2.6584;2.6494;2.6304;8.5;8.6719;0.0652;67.423;111.4062;40.2502;0.0887;6.0575;3.4784;3.4349;2.6458;23.4343;4.0722;3.8265;4.0722
3513.2;2.6273;2.6604;2.6514;2.6332;8.5;8.6719;0.0691;67.4545;111.4216;40.2119;0.0935;6.0718;3.4099;3.3677;2.6469;23.5845;3.9551;3.7219;3.9551
3513.3;2.6242;2.6568;2.6498;2.6395;8.5;8.6719;0.076;67.4648;111.3878;38.9243;0.0968;6.1476;3.3274;3.3181;2.645;23.734;3.8418;3.6146;3.8418
3513.4;2.6205;2.645;2.6428;2.642;8.5;8.6719;0.082;67.4751;111.3539;40.4564;0.0971;6.2231;3.1663;3.2376;2.6371;23.6402;3.6917;3.4733;3.6917
3513.5;2.6142;2.626;2.6309;2.6357;8.5;8.672;0.0822;67.4856;111.3245;41.1709;0.0934;6.2573;3.0884;3.1824;2.6239;23.5465;3.3958;3.2921;3.3958
3513.6;2.6044;2.605;2.6203;2.6227;8.5;8.703;0.0762;67.4964;111.297;40.5334;0.091;6.2589;3.072;3.1597;2.6097;23.4534;3.0929;3.1564;3.0929
3513.7;2.5937;2.5891;2.6165;2.6097;8.5;8.6719;0.0695;67.507;111.2699;39.5464;0.0913;6.2482;3.093;3.1452;2.6004;23.5812;2.8027;2.9985;2.8027
3513.8;2.5867;2.5823;2.6182;2.6012;8.5;8.6875;0.0658;67.4609;111.4504;37.1141;0.0892;6.226;2.9967;3.0969;2.5971;23.709;2.8666;2.986;2.8666
3513.9;2.5858;2.5823;2.6188;2.5951;8.5;8.7031;0.0636;67.385;111.7398;38.01;0.0905;6.2084;2.8798;3.023;2.596;23.8364;3.1512;3.0968;3.1512
3514;2.589;2.5861;2.6172;2.5892;8.5;8.703;0.0603;67.3096;112.03;42.0065;0.0922;6.2176;2.876;2.9917;2.5965;23.8126;3.2306;3.1276;3.2306
3514.1;2.5927;2.5922;2.6184;2.5865;8.5;8.6719;0.0559;67.4637;112.6548;46.5918;0.0944;6.2395;2.9119;2.9714;2.6001;23.7889;3.039;3.0555;3.039
3514.2;2.5956;2.5995;2.627;2.5933;8.5;8.6719;0.0529;67.7659;113.4956;53.4044;0.0922;6.2397;2.9616;2.9503;2.6091;23.7651;2.8824;2.9993;2.8824
3514.3;2.6002;2.6076;2.637;2.61;8.5;8.6719;0.0524;68.0682;114.3369;55.4611;0.0888;6.2075;2.976;2.9121;2.6197;23.7171;3.0531;3.098;3.0531
3514.4;2.607;2.6166;2.6376;2.6255;8.5;8.6719;0.0535;68.4685;115.3759;51.4009;0.0868;6.1825;2.9747;2.8674;2.6251;23.6691;3.3583;3.1965;3.3583
3514.5;2.6134;2.6278;2.6283;2.631;8.5;8.6719;0.0554;68.9457;116.5706;47.7197;0.0887;6.1755;3.0533;2.8665;2.6245;23.6203;3.352;3.2028;3.352
3514.6;2.6174;2.638;2.6157;2.6251;8.5;8.6719;0.058;69.4229;117.7651;43.0132;0.0956;6.1635;3.1023;2.8516;2.6202;23.2904;3.3876;3.2114;3.3876
3514.7;2.62;2.6415;2.6054;2.6149;8.5;8.6875;0.0598;69.8296;118.8735;41.0629;0.1045;6.1317;3.0909;2.8015;2.6148;22.9606;3.61;3.2897;3.61
3514.8;2.6225;2.6355;2.6001;2.6065;8.5;8.6719;0.0593;70.1693;119.8998;39.755;0.1165;6.095;3.0086;2.7319;2.6096;22.6327;3.8487;3.3546;3.8487
3514.9;2.6259;2.6223;2.6016;2.6036;8.5;8.6719;0.0586;70.509;120.9256;38.2291;0.1211;6.0702;2.9912;2.6706;2.607;22.9719;3.828;3.3301;3.828
